state,scode,year,staffsize,staffstep,myear,chambersize,change,populationofstate,statyr,personalstaff
Indiana,18,1974,,308,0,100,0,5361890,197418,
Indiana,18,1975,,308,0,100,0,5365766,197518,
Indiana,18,1976,,308,0,100,0,5389088,197618,
Indiana,18,1977,,308,0,100,0,5425638,197718,
Indiana,18,1978,,308,0,100,0,5470214,197818,0
Indiana,18,1979,308,308,1,100,0,5501174,197918,0
Indiana,18,1980,,308,0,100,0,5490224,198018,0
Indiana,18,1981,,308,0,100,0,5480435,198118,0
Indiana,18,1982,,308,0,100,0,5467922,198218,0
Indiana,18,1983,,308,0,100,0,5450395,198318,0
Indiana,18,1984,,303,0,100,-1,5458322,198418,0
Indiana,18,1985,,303,0,100,-1,5459211,198518,0
Indiana,18,1986,,303,0,100,-1,5454108,198618,0
Indiana,18,1987,,303,0,100,-1,5473012,198718,0
Indiana,18,1988,303,303,1,100,-1,5491735,198818,0
Indiana,18,1989,,303,0,100,-1,5523693,198918,0
Indiana,18,1990,,303,0,100,-1,5544159,199018,0
Indiana,18,1991,,303,0,100,-1,5616388,199118,0
Indiana,18,1992,,326,0,100,-1,5674547,199218,0
Indiana,18,1993,,326,0,100,1,5739019,199318,0
Indiana,18,1994,,326,0,100,1,5793526,199418,0
Indiana,18,1995,,326,0,100,1,5851459,199518,0
Indiana,18,1996,326,326,1,100,1,5906013,199618,0
Indiana,18,1997,,326,0,100,1,5955267,199718,0
Indiana,18,1998,,326,0,100,1,5998880,199818,0
Indiana,18,1999,,326,0,100,1,6044969,199918,0
Indiana,18,2000,,307,0,100,-1,6080485,200018,0
Indiana,18,2001,,307,0,100,-1,6127760,200118,0
Indiana,18,2002,,307,0,100,-1,6155967,200218,0
Indiana,18,2003,307,307,1,100,-1,6196638,200318,0
Indiana,18,2004,,307,0,100,-1,6233007,200418,0
Indiana,18,2005,,307,0,100,-1,6278616,200518,0
Indiana,18,2006,,307,0,100,1,6332669,200618,0
Indiana,18,2007,,375,0,100,1,6379599,200718,0
Indiana,18,2008,,375,0,100,1,6424806,200818,0
Indiana,18,2009,375,375,1,100,1,6459325,200918,0
Indiana,18,2010,,375,0,100,1,6490621,201018,0
Indiana,18,2011,,,NA,100,NA,6516480,201118,0
Indiana,18,2012,,,NA,100,NA,6537743,201218,0
Indiana,18,2013,,,NA,100,NA,6569102,201318,0
Indiana,18,2014,,,NA,100,NA,6595233,201418,0
Indiana,18,2015,,305,1,100,NA,6612768,201518,0
Iowa,19,1967,,388,0,100,0,2793000,196719,
Iowa,19,1968,,388,0,100,0,2803000,196819,
Iowa,19,1969,,388,0,100,0,2805000,196919,
Iowa,19,1970,,388,0,100,0,2825368,197019,
Iowa,19,1971,,388,0,100,0,2851705,197119,
Iowa,19,1972,,388,0,100,0,2860287,197219,
Iowa,19,1973,,388,0,100,0,2863715,197319,
Iowa,19,1974,,388,0,100,0,2867530,197419,
Iowa,19,1975,,388,0,100,0,2880847,197519,
Iowa,19,1976,,388,0,100,0,2903082,197619,
Iowa,19,1977,,388,0,100,0,2913573,197719,
Iowa,19,1978,,388,0,100,0,2918069,197819,1
Iowa,19,1979,388,388,1,100,0,2915739,197919,1
Iowa,19,1980,,388,0,100,0,2913808,198019,1
Iowa,19,1981,,388,0,100,0,2907983,198119,1
Iowa,19,1982,,388,0,100,0,2888189,198219,1
Iowa,19,1983,,388,0,100,0,2870543,198319,1
Iowa,19,1984,,415,0,100,1,2858616,198419,1
Iowa,19,1985,,415,0,100,1,2829684,198519,1
Iowa,19,1986,,415,0,100,1,2791970,198619,1
Iowa,19,1987,,415,0,100,1,2767011,198719,1
Iowa,19,1988,415,415,1,100,1,2768388,198819,1
Iowa,19,1989,,415,0,100,1,2770592,198919,1
Iowa,19,1990,,415,0,100,1,2776755,199019,1
Iowa,19,1991,,415,0,100,1,2797613,199119,1
Iowa,19,1992,,366,0,100,1,2818401,199219,1
Iowa,19,1993,,366,0,100,-1,2836972,199319,1
Iowa,19,1994,,366,0,100,-1,2850746,199419,1
Iowa,19,1995,,366,0,100,-1,2867373,199519,1
Iowa,19,1996,366,366,1,100,-1,2880000,199619,1
Iowa,19,1997,,366,0,100,-1,2891119,199719,1
Iowa,19,1998,,366,0,100,-1,2902872,199819,1
Iowa,19,1999,,366,0,100,-1,2917634,199919,1
Iowa,19,2000,,370,0,100,1,2926324,200019,1
Iowa,19,2001,,370,0,100,1,2931997,200119,1
Iowa,19,2002,,370,0,100,1,2934234,200219,1
Iowa,19,2003,370,370,1,100,1,2941999,200319,1
Iowa,19,2004,,370,0,100,1,2953635,200419,1
Iowa,19,2005,,370,0,100,1,2964454,200519,1
Iowa,19,2006,,370,0,100,0,2982644,200619,1
Iowa,19,2007,,370,0,100,0,2999212,200719,1
Iowa,19,2008,,370,0,100,0,3016734,200819,1
Iowa,19,2009,370,370,1,100,0,3032870,200919,1
Iowa,19,2010,,370,0,100,0,3049883,201019,1
Iowa,19,2011,,,NA,100,NA,3065223,201119,1
Iowa,19,2012,,,NA,100,NA,3076310,201219,1
Iowa,19,2013,,,NA,100,NA,3091930,201319,1
Iowa,19,2014,,,NA,100,NA,3108030,201419,1
Iowa,19,2015,,342,1,100,NA,3121997,201519,1
Kansas,20,1967,,366,0,125,0,2197000,196720,
Kansas,20,1968,,366,0,125,0,2216000,196820,
Kansas,20,1969,,366,0,125,0,2236000,196920,
Kansas,20,1970,,366,0,125,0,2249071,197020,
Kansas,20,1971,,366,0,125,0,2246600,197120,
Kansas,20,1972,,366,0,125,0,2256375,197220,
Kansas,20,1973,,366,0,125,0,2265603,197320,
Kansas,20,1974,,366,0,125,0,2269499,197420,
Kansas,20,1975,,366,0,125,0,2280578,197520,
Kansas,20,1976,,366,0,125,0,2301001,197620,
Kansas,20,1977,,366,0,125,0,2320647,197720,
Kansas,20,1978,,366,0,125,0,2335657,197820,0
Kansas,20,1979,366,366,1,125,0,2350906,197920,0
Kansas,20,1980,,366,0,125,0,2363679,198020,0
Kansas,20,1981,,366,0,125,0,2384849,198120,0
Kansas,20,1982,,366,0,125,0,2401202,198220,0
Kansas,20,1983,,366,0,125,0,2415531,198320,0
Kansas,20,1984,,387,0,125,1,2424086,198420,1
Kansas,20,1985,,387,0,125,1,2427405,198520,1
Kansas,20,1986,,387,0,125,1,2432619,198620,0
Kansas,20,1987,,387,0,125,1,2445367,198720,0
Kansas,20,1988,387,387,1,125,1,2461996,198820,0
Kansas,20,1989,,387,0,125,1,2472849,198920,0
Kansas,20,1990,,387,0,125,1,2477574,199020,0
Kansas,20,1991,,387,0,125,1,2498722,199120,0
Kansas,20,1992,,363,0,125,1,2532394,199220,0
Kansas,20,1993,,363,0,125,-1,2556547,199320,0
Kansas,20,1994,,363,0,125,-1,2580513,199420,0
Kansas,20,1995,,363,0,125,-1,2601007,199520,0
Kansas,20,1996,363,363,1,125,-1,2614554,199620,0
Kansas,20,1997,,363,0,125,-1,2635292,199720,0
Kansas,20,1998,,363,0,125,-1,2660598,199820,0
Kansas,20,1999,,363,0,125,-1,2678338,199920,0
Kansas,20,2000,,340,0,125,-1,2688418,200020,0
Kansas,20,2001,,340,0,125,-1,2702162,200120,0
Kansas,20,2002,,340,0,125,-1,2713535,200220,0
Kansas,20,2003,340,340,1,125,-1,2723004,200320,0
Kansas,20,2004,,340,0,125,-1,2734373,200420,0
Kansas,20,2005,,340,0,125,-1,2745299,200520,0
Kansas,20,2006,,340,0,125,1,2762931,200620,0
Kansas,20,2007,,388,0,125,1,2783785,200720,1
Kansas,20,2008,,388,0,125,1,2808076,200820,1
Kansas,20,2009,388,388,1,125,1,2832704,200920,1
Kansas,20,2010,,388,0,125,1,2859169,201020,1
Kansas,20,2011,,,NA,125,NA,2869503,201120,1
Kansas,20,2012,,,NA,125,NA,2885262,201220,1
Kansas,20,2013,,,NA,125,NA,2892821,201320,1
Kansas,20,2014,,,NA,125,NA,2899360,201420,1
Kansas,20,2015,,354,1,125,NA,2906721,201520,1
Kentucky,21,1967,,335,0,100,0,3172000,196721,
Kentucky,21,1968,,335,0,100,0,3195000,196821,
Kentucky,21,1969,,335,0,100,0,3198000,196921,
Kentucky,21,1970,,335,0,100,0,3220701,197021,
Kentucky,21,1971,,335,0,100,0,3230587,197121,
Kentucky,21,1972,,335,0,100,0,3335728,197221,
Kentucky,21,1973,,335,0,100,0,3371024,197321,
Kentucky,21,1974,,335,0,100,0,3416315,197421,
Kentucky,21,1975,,335,0,100,0,3467769,197521,
Kentucky,21,1976,,335,0,100,0,3529257,197621,
Kentucky,21,1977,,335,0,100,0,3573693,197721,
Kentucky,21,1978,,335,0,100,0,3609976,197821,0
Kentucky,21,1979,335,335,1,100,0,3641804,197921,0
Kentucky,21,1980,,335,0,100,0,3660777,198021,0
Kentucky,21,1981,,335,0,100,0,3670394,198121,0
Kentucky,21,1982,,335,0,100,0,3683445,198221,0
Kentucky,21,1983,,335,0,100,0,3694484,198321,0
Kentucky,21,1984,,462,0,100,1,3695453,198421,0
Kentucky,21,1985,,462,0,100,1,3694826,198521,0
Kentucky,21,1986,,462,0,100,1,3687809,198621,0
Kentucky,21,1987,,462,0,100,1,3683329,198721,0
Kentucky,21,1988,462,462,1,100,1,3679999,198821,0
Kentucky,21,1989,,462,0,100,1,3677306,198921,0
Kentucky,21,1990,,462,0,100,1,3685296,199021,0
Kentucky,21,1991,,462,0,100,1,3722328,199121,0
Kentucky,21,1992,,583,0,100,1,3765469,199221,0
Kentucky,21,1993,,583,0,100,1,3812206,199321,0
Kentucky,21,1994,,583,0,100,1,3849088,199421,0
Kentucky,21,1995,,583,0,100,1,3887427,199521,0
Kentucky,21,1996,583,583,1,100,1,3919535,199621,0
Kentucky,21,1997,,583,0,100,1,3952747,199721,0
Kentucky,21,1998,,583,0,100,1,3985390,199821,0
Kentucky,21,1999,,583,0,100,1,4018053,199921,0
Kentucky,21,2000,,628,0,100,1,4041769,200021,0
Kentucky,21,2001,,628,0,100,1,4068132,200121,0
Kentucky,21,2002,,628,0,100,1,4089875,200221,0
Kentucky,21,2003,628,628,1,100,1,4117170,200321,0
Kentucky,21,2004,,628,0,100,1,4146101,200421,0
Kentucky,21,2005,,628,0,100,1,4182742,200521,0
Kentucky,21,2006,,628,0,100,1,4219239,200621,0
Kentucky,21,2007,,679,0,100,1,4256672,200721,0
Kentucky,21,2008,,679,0,100,1,4289878,200821,0
Kentucky,21,2009,679,679,1,100,1,4317074,200921,0
Kentucky,21,2010,,679,0,100,1,4346266,201021,0
Kentucky,21,2011,,,NA,100,NA,4369354,201121,0
Kentucky,21,2012,,,NA,100,NA,4384799,201221,0
Kentucky,21,2013,,,NA,100,NA,4400477,201321,0
Kentucky,21,2014,,,NA,100,NA,4413057,201421,0
Kentucky,21,2015,,468,1,100,NA,4424611,201521,0
Louisiana,22,1967,,482,0,105,0,3581000,196722,
Louisiana,22,1968,,482,0,105,0,3603000,196822,
Louisiana,22,1969,,482,0,105,0,3619000,196922,
Louisiana,22,1970,,482,0,105,0,3644637,197022,
Louisiana,22,1971,,482,0,105,0,3710487,197122,
Louisiana,22,1972,,482,0,105,0,3761646,197222,
Louisiana,22,1973,,482,0,105,0,3788375,197322,
Louisiana,22,1974,,482,0,105,0,3820109,197422,
Louisiana,22,1975,,482,0,105,0,3886104,197522,
Louisiana,22,1976,,482,0,105,0,3950605,197622,
Louisiana,22,1977,,482,0,105,0,4014459,197722,
Louisiana,22,1978,,482,0,105,0,4068579,197822,1
Louisiana,22,1979,482,482,1,105,0,4137665,197922,1
Louisiana,22,1980,,482,0,105,0,4205900,198022,1
Louisiana,22,1981,,482,0,105,0,4283303,198122,1
Louisiana,22,1982,,482,0,105,0,4352608,198222,0
Louisiana,22,1983,,482,0,105,0,4395316,198322,0
Louisiana,22,1984,,531,0,105,1,4400477,198422,0
Louisiana,22,1985,,531,0,105,1,4408118,198522,0
Louisiana,22,1986,,531,0,105,1,4406919,198622,0
Louisiana,22,1987,,531,0,105,1,4344148,198722,0
Louisiana,22,1988,531,531,1,105,1,4288863,198822,0
Louisiana,22,1989,,531,0,105,1,4252894,198922,0
Louisiana,22,1990,,531,0,105,1,4219973,199022,0
Louisiana,22,1991,,531,0,105,1,4253279,199122,0
Louisiana,22,1992,,524,0,105,1,4293003,199222,0
Louisiana,22,1993,,524,0,105,-1,4316428,199322,0
Louisiana,22,1994,,524,0,105,-1,4347481,199422,1
Louisiana,22,1995,,524,0,105,-1,4378779,199522,1
Louisiana,22,1996,524,524,1,105,-1,4398877,199622,1
Louisiana,22,1997,,524,0,105,-1,4421071,199722,1
Louisiana,22,1998,,524,0,105,-1,4440344,199822,1
Louisiana,22,1999,,524,0,105,-1,4460811,199922,1
Louisiana,22,2000,,739,0,105,1,4468976,200022,1
Louisiana,22,2001,,739,0,105,1,4477875,200122,1
Louisiana,22,2002,,739,0,105,1,4497267,200222,1
Louisiana,22,2003,739,739,1,105,1,4521042,200322,1
Louisiana,22,2004,,739,0,105,1,4552238,200422,1
Louisiana,22,2005,,739,0,105,1,4576628,200522,1
Louisiana,22,2006,,739,0,105,1,4302665,200622,1
Louisiana,22,2007,,868,0,105,1,4375581,200722,1
Louisiana,22,2008,,868,0,105,1,4435586,200822,1
Louisiana,22,2009,868,868,1,105,1,4491648,200922,1
Louisiana,22,2010,,868,0,105,1,4544228,201022,1
Louisiana,22,2011,,,NA,105,NA,4575404,201122,1
Louisiana,22,2012,,,NA,105,NA,4603429,201222,1
Louisiana,22,2013,,,NA,105,NA,4626402,201322,1
Louisiana,22,2014,,,NA,105,NA,4647880,201422,1
Louisiana,22,2015,,922,1,105,NA,4668960,201522,1
Maine,23,1967,,154,0,151,0,1004000,196723,
Maine,23,1968,,154,0,151,0,994000,196823,
Maine,23,1969,,154,0,151,0,992000,196923,
Maine,23,1970,,154,0,151,0,993722,197023,
Maine,23,1971,,154,0,151,0,1015390,197123,
Maine,23,1972,,154,0,151,0,1034292,197223,
Maine,23,1973,,154,0,151,0,1045655,197323,
Maine,23,1974,,154,0,151,0,1059040,197423,
Maine,23,1975,,154,0,151,0,1071995,197523,
Maine,23,1976,,154,0,151,0,1088412,197623,
Maine,23,1977,,154,0,151,0,1103578,197723,
Maine,23,1978,,154,0,151,0,1113566,197823,0
Maine,23,1979,154,154,1,151,0,1122563,197923,0
Maine,23,1980,,154,0,151,0,1124660,198023,0
Maine,23,1981,,154,0,151,0,1133033,198123,0
Maine,23,1982,,154,0,151,0,1136684,198223,0
Maine,23,1983,,154,0,151,0,1144772,198323,0
Maine,23,1984,,187,0,151,1,1155635,198423,1
Maine,23,1985,,187,0,151,1,1162936,198523,1
Maine,23,1986,,187,0,151,1,1170126,198623,1
Maine,23,1987,,187,0,151,1,1184574,198723,1
Maine,23,1988,187,187,1,151,1,1203840,198823,1
Maine,23,1989,,187,0,151,1,1219961,198923,1
Maine,23,1990,,187,0,151,1,1227928,199023,0
Maine,23,1991,,187,0,151,1,1237081,199123,0
Maine,23,1992,,180,0,151,1,1238508,199223,0
Maine,23,1993,,180,0,151,-1,1242302,199323,0
Maine,23,1994,,180,0,151,-1,1242662,199423,0
Maine,23,1995,,180,0,151,-1,1243480,199523,0
Maine,23,1996,180,180,1,151,-1,1249060,199623,0
Maine,23,1997,,180,0,151,-1,1254060,199723,0
Maine,23,1998,,180,0,151,-1,1259127,199823,0
Maine,23,1999,,180,0,151,-1,1266808,199923,0
Maine,23,2000,,190,0,151,1,1274923,200023,0
Maine,23,2001,,190,0,151,1,1285692,200123,0
Maine,23,2002,,190,0,151,1,1295960,200223,0
Maine,23,2003,190,190,1,151,1,1306513,200323,0
Maine,23,2004,,190,0,151,1,1313688,200423,0
Maine,23,2005,,190,0,151,1,1318787,200523,0
Maine,23,2006,,190,0,151,1,1323619,200623,0
Maine,23,2007,,211,0,151,1,1327040,200723,0
Maine,23,2008,,211,0,151,1,1330509,200823,0
Maine,23,2009,211,211,1,151,1,1329590,200923,0
Maine,23,2010,,211,0,151,1,1327567,201023,0
Maine,23,2011,,,NA,151,NA,1328231,201123,0
Maine,23,2012,,,NA,151,NA,1328895,201223,0
Maine,23,2013,,,NA,151,NA,1329076,201323,0
Maine,23,2014,,,NA,151,NA,1330719,201423,0
Maine,23,2015,,206,1,151,NA,1329453,201523,0
Maryland,24,1967,,628,0,141,0,3757000,196724,
Maryland,24,1968,,628,0,141,0,3815000,196824,
Maryland,24,1969,,628,0,141,0,3868000,196924,
Maryland,24,1970,,628,0,141,0,3923897,197024,
Maryland,24,1971,,628,0,141,0,4018324,197124,
Maryland,24,1972,,628,0,141,0,4073499,197224,
Maryland,24,1973,,628,0,141,0,4097974,197324,
Maryland,24,1974,,628,0,141,0,4118815,197424,
Maryland,24,1975,,628,0,141,0,4139096,197524,
Maryland,24,1976,,628,0,141,0,4150539,197624,
Maryland,24,1977,,628,0,141,0,4169595,197724,
Maryland,24,1978,,628,0,141,0,4183603,197824,1
Maryland,24,1979,628,628,1,141,0,4191160,197924,1
Maryland,24,1980,,628,0,141,0,4216975,198024,0
Maryland,24,1981,,628,0,141,0,4261905,198124,0
Maryland,24,1982,,628,0,141,0,4282923,198224,0
Maryland,24,1983,,628,0,141,0,4313327,198324,0
Maryland,24,1984,,771,0,141,1,4365243,198424,0
Maryland,24,1985,,771,0,141,1,4413071,198524,0
Maryland,24,1986,,771,0,141,1,4486957,198624,1
Maryland,24,1987,,771,0,141,1,4565557,198724,1
Maryland,24,1988,771,771,1,141,1,4657904,198824,1
Maryland,24,1989,,771,0,141,1,4727301,198924,1
Maryland,24,1990,,771,0,141,1,4781468,199024,1
Maryland,24,1991,,771,0,141,1,4867641,199124,1
Maryland,24,1992,,737,0,141,1,4923368,199224,1
Maryland,24,1993,,737,0,141,-1,4971889,199324,1
Maryland,24,1994,,737,0,141,-1,5023060,199424,1
Maryland,24,1995,,737,0,141,-1,5070033,199524,1
Maryland,24,1996,737,737,1,141,-1,5111986,199624,1
Maryland,24,1997,,737,0,141,-1,5157328,199724,1
Maryland,24,1998,,737,0,141,-1,5204464,199824,1
Maryland,24,1999,,737,0,141,-1,5254509,199924,1
Maryland,24,2000,,965,0,141,1,5296486,200024,1
Maryland,24,2001,,965,0,141,1,5374691,200124,1
Maryland,24,2002,,965,0,141,1,5440389,200224,1
Maryland,24,2003,965,965,1,141,1,5496269,200324,1
Maryland,24,2004,,965,0,141,1,5546935,200424,1
Maryland,24,2005,,965,0,141,1,5592379,200524,1
Maryland,24,2006,,965,0,141,-1,5627367,200624,1
Maryland,24,2007,,732,0,141,-1,5653408,200724,1
Maryland,24,2008,,732,0,141,-1,5684965,200824,1
Maryland,24,2009,732,732,1,141,-1,5730388,200924,1
Maryland,24,2010,,732,0,141,-1,5785982,201024,1
Maryland,24,2011,,,NA,141,NA,5843603,201124,1
Maryland,24,2012,,,NA,141,NA,5889651,201224,1
Maryland,24,2013,,,NA,141,NA,5931129,201324,1
Maryland,24,2014,,,NA,141,NA,5967295,201424,1
Maryland,24,2015,,773,1,141,NA,5994983,201524,1
Massachussetts,25,1967,,595,0,160,0,5594000,196725,
Massachussetts,25,1968,,595,0,160,0,5618000,196825,
Massachussetts,25,1969,,595,0,160,0,5650000,196925,
Massachussetts,25,1970,,595,0,160,0,5689170,197025,
Massachussetts,25,1971,,595,0,160,0,5737580,197125,
Massachussetts,25,1972,,595,0,160,0,5760302,197225,
Massachussetts,25,1973,,595,0,160,0,5781172,197325,
Massachussetts,25,1974,,595,0,160,0,5773548,197425,
Massachussetts,25,1975,,595,0,160,0,5757756,197525,
Massachussetts,25,1976,,595,0,160,0,5743672,197625,
Massachussetts,25,1977,,595,0,160,0,5738199,197725,
Massachussetts,25,1978,,595,0,160,0,5736469,197825,1
Massachussetts,25,1979,595,595,1,160,0,5738404,197925,1
Massachussetts,25,1980,,595,0,160,0,5737037,198025,1
Massachussetts,25,1981,,595,0,160,0,5768685,198125,1
Massachussetts,25,1982,,595,0,160,0,5771222,198225,1
Massachussetts,25,1983,,595,0,160,0,5799407,198325,1
Massachussetts,25,1984,,782,0,160,1,5840772,198425,1
Massachussetts,25,1985,,782,0,160,1,5880733,198525,1
Massachussetts,25,1986,,782,0,160,1,5902678,198625,1
Massachussetts,25,1987,,782,0,160,1,5935204,198725,1
Massachussetts,25,1988,782,782,1,160,1,5979982,198825,1
Massachussetts,25,1989,,782,0,160,1,6015478,198925,1
Massachussetts,25,1990,,782,0,160,1,6016425,199025,1
Massachussetts,25,1991,,782,0,160,1,6018470,199125,1
Massachussetts,25,1992,,850,0,160,1,6028709,199225,1
Massachussetts,25,1993,,850,0,160,1,6060569,199325,1
Massachussetts,25,1994,,850,0,160,1,6095241,199425,1
Massachussetts,25,1995,,850,0,160,1,6141445,199525,1
Massachussetts,25,1996,850,850,1,160,1,6179756,199625,1
Massachussetts,25,1997,,850,0,160,1,6226058,199725,1
Massachussetts,25,1998,,850,0,160,1,6271838,199825,1
Massachussetts,25,1999,,850,0,160,1,6317345,199925,1
Massachussetts,25,2000,,935,0,160,1,6349097,200025,1
Massachussetts,25,2001,,935,0,160,1,6397634,200125,1
Massachussetts,25,2002,,935,0,160,1,6417206,200225,1
Massachussetts,25,2003,935,935,1,160,1,6422565,200325,1
Massachussetts,25,2004,,935,0,160,1,6412281,200425,1
Massachussetts,25,2005,,935,0,160,1,6403290,200525,1
Massachussetts,25,2006,,935,0,160,-1,6410084,200625,1
Massachussetts,25,2007,,903,0,160,-1,6431559,200725,1
Massachussetts,25,2008,,903,0,160,-1,6468967,200825,1
Massachussetts,25,2009,903,903,1,160,-1,6517613,200925,1
Massachussetts,25,2010,,903,0,160,-1,6557254,201025,1
Massachussetts,25,2011,,,NA,160,NA,6611923,201125,1
Massachussetts,25,2012,,,NA,160,NA,6658008,201225,1
Massachussetts,25,2013,,,NA,160,NA,6706786,201325,1
Massachussetts,25,2014,,,NA,160,NA,6749911,201425,1
Massachussetts,25,2015,,759,1,160,NA,6784240,201525,1
Michigan,26,1967,,1047,0,110,0,8630000,196726,
Michigan,26,1968,,1047,0,110,0,8696000,196826,
Michigan,26,1969,,1047,0,110,0,8781000,196926,
Michigan,26,1970,,1047,0,110,0,8881826,197026,
Michigan,26,1971,,1047,0,110,0,8974186,197126,
Michigan,26,1972,,1047,0,110,0,9028944,197226,
Michigan,26,1973,,1047,0,110,0,9077956,197326,
Michigan,26,1974,,1047,0,110,0,9117507,197426,
Michigan,26,1975,,1047,0,110,0,9117668,197526,
Michigan,26,1976,,1047,0,110,0,9129205,197626,
Michigan,26,1977,,1047,0,110,0,9171110,197726,
Michigan,26,1978,,1047,0,110,0,9217761,197826,1
Michigan,26,1979,1047,1047,1,110,0,9266268,197926,1
Michigan,26,1980,,1047,0,110,0,9262078,198026,1
Michigan,26,1981,,1047,0,110,0,9209287,198126,1
Michigan,26,1982,,1047,0,110,0,9115198,198226,1
Michigan,26,1983,,1047,0,110,0,9047754,198326,1
Michigan,26,1984,,1289,0,110,1,9049452,198426,1
Michigan,26,1985,,1289,0,110,1,9076293,198526,1
Michigan,26,1986,,1289,0,110,1,9127775,198626,1
Michigan,26,1987,,1289,0,110,1,9187481,198726,1
Michigan,26,1988,1289,1289,1,110,1,9217998,198826,1
Michigan,26,1989,,1289,0,110,1,9253295,198926,1
Michigan,26,1990,,1289,0,110,1,9295297,199026,1
Michigan,26,1991,,1289,0,110,1,9400446,199126,1
Michigan,26,1992,,1404,0,110,1,9479065,199226,1
Michigan,26,1993,,1404,0,110,1,9540114,199326,1
Michigan,26,1994,,1404,0,110,1,9597737,199426,1
Michigan,26,1995,,1404,0,110,1,9676211,199526,1
Michigan,26,1996,1404,1404,1,110,1,9758645,199626,1
Michigan,26,1997,,1404,0,110,1,9809051,199726,1
Michigan,26,1998,,1404,0,110,1,9847942,199826,1
Michigan,26,1999,,1404,0,110,1,9897116,199926,1
Michigan,26,2000,,1153,0,110,-1,9938444,200026,1
Michigan,26,2001,,1153,0,110,-1,9991120,200126,1
Michigan,26,2002,,1153,0,110,-1,10015710,200226,1
Michigan,26,2003,1153,1153,1,110,-1,10041152,200326,1
Michigan,26,2004,,1153,0,110,-1,10055315,200426,1
Michigan,26,2005,,1153,0,110,-1,10051137,200526,1
Michigan,26,2006,,1153,0,110,-1,10036081,200626,1
Michigan,26,2007,,973,0,110,-1,10001284,200726,1
Michigan,26,2008,,973,0,110,-1,9946889,200826,1
Michigan,26,2009,973,973,1,110,-1,9901591,200926,1
Michigan,26,2010,,973,0,110,-1,9877574,201026,1
Michigan,26,2011,,,NA,110,NA,9876213,201126,1
Michigan,26,2012,,,NA,110,NA,9887238,201226,1
Michigan,26,2013,,,NA,110,NA,9898982,201326,1
Michigan,26,2014,,,NA,110,NA,9915767,201426,1
Michigan,26,2015,,817,1,110,NA,9917715,201526,1
Minnesota,27,1967,,641,0,134,0,3659000,196727,
Minnesota,27,1968,,641,0,134,0,3703000,196827,
Minnesota,27,1969,,641,0,134,0,3758000,196927,
Minnesota,27,1970,,641,0,134,0,3806103,197027,
Minnesota,27,1971,,641,0,134,0,3853486,197127,
Minnesota,27,1972,,641,0,134,0,3869747,197227,
Minnesota,27,1973,,641,0,134,0,3889332,197327,
Minnesota,27,1974,,641,0,134,0,3903925,197427,
Minnesota,27,1975,,641,0,134,0,3932515,197527,
Minnesota,27,1976,,641,0,134,0,3964680,197627,
Minnesota,27,1977,,641,0,134,0,3989364,197727,
Minnesota,27,1978,,641,0,134,0,4015341,197827,1
Minnesota,27,1979,641,641,1,134,0,4050316,197927,1
Minnesota,27,1980,,641,0,134,0,4075970,198027,1
Minnesota,27,1981,,641,0,134,0,4111728,198127,1
Minnesota,27,1982,,641,0,134,0,4131450,198227,1
Minnesota,27,1983,,641,0,134,0,4141456,198327,1
Minnesota,27,1984,,804,0,134,1,4157706,198427,0
Minnesota,27,1985,,804,0,134,1,4184302,198527,0
Minnesota,27,1986,,804,0,134,1,4205212,198627,1
Minnesota,27,1987,,804,0,134,1,4235136,198727,1
Minnesota,27,1988,804,804,1,134,1,4296166,198827,1
Minnesota,27,1989,,804,0,134,1,4228057,198927,1
Minnesota,27,1990,,804,0,134,1,4375099,199027,1
Minnesota,27,1991,,804,0,134,1,4408590,199127,1
Minnesota,27,1992,,841,0,134,1,4495572,199227,0
Minnesota,27,1993,,841,0,134,1,4555954,199327,0
Minnesota,27,1994,,841,0,134,1,4610355,199427,0
Minnesota,27,1995,,841,0,134,1,4660180,199527,0
Minnesota,27,1996,841,841,1,134,1,4712827,199627,0
Minnesota,27,1997,,841,0,134,1,4763390,199727,0
Minnesota,27,1998,,841,0,134,1,4813412,199827,0
Minnesota,27,1999,,841,0,134,1,4873481,199927,0
Minnesota,27,2000,,684,0,134,-1,4919479,200027,0
Minnesota,27,2001,,684,0,134,-1,4982796,200127,0
Minnesota,27,2002,,684,0,134,-1,5018935,200227,0
Minnesota,27,2003,684,684,1,134,-1,5053572,200327,0
Minnesota,27,2004,,684,0,134,-1,5087713,200427,1
Minnesota,27,2005,,684,0,134,-1,5119598,200527,1
Minnesota,27,2006,,684,0,134,1,5163555,200627,1
Minnesota,27,2007,,723,0,134,1,5207203,200727,1
Minnesota,27,2008,,723,0,134,1,5247018,200827,1
Minnesota,27,2009,723,723,1,134,1,5281203,200927,1
Minnesota,27,2010,,723,0,134,1,5310584,201027,1
Minnesota,27,2011,,,NA,134,NA,5348562,201127,1
Minnesota,27,2012,,,NA,134,NA,5380285,201227,1
Minnesota,27,2013,,,NA,134,NA,5418521,201327,1
Minnesota,27,2014,,,NA,134,NA,5453109,201427,1
Minnesota,27,2015,,636,1,134,NA,5482435,201527,1
Mississippi,28,1967,,221,0,122,0,2228000,196728,
Mississippi,28,1968,,221,0,122,0,2219000,196828,
Mississippi,28,1969,,221,0,122,0,2220000,196928,
Mississippi,28,1970,,221,0,122,0,2216994,197028,
